12.214, 61.552, 74.582
12.328, 59.555, 74.582
12.443, 57.558, 74.582
12.557, 55.562, 74.745
12.672, 53.565, 74.745
12.787, 51.568, 74.956
12.902, 49.572, 74.956
13.017, 47.575, 74.779
13.132, 45.578, 74.779
13.247, 43.582, 74.451
13.362, 41.585, 74.451
13.477, 39.588, 74.054
13.591, 37.591, 74.054
13.704, 35.595, 73.579
13.817, 33.598, 73.023
13.928, 31.601, 73.023
14.039, 29.604, 72.382
14.148, 27.607, 71.659
14.255, 25.61, 71.659
14.361, 23.613, 70.857
14.464, 21.615, 69.99
14.564, 19.618, 69.99
14.661, 17.62, 69.075
14.755, 15.622, 68.135
14.845, 13.624, 68.135
14.93, 11.626, 67.202
15.01, 9.628, 66.31
15.086, 7.629, 65.496
15.156, 5.63, 64.798
15.219, 3.631, 64.798
15.275, 1.632, 64.249
15.324, -0.367, 63.875
15.367, -2.367, 63.694
15.403, -4.366, 63.712
15.432, -6.366, 63.712
15.452, -8.366, 63.922
15.465, -10.366, 64.309
15.472, -12.366, 64.847
15.472, -14.366, 65.506
15.466, -16.366, 65.506
15.452, -18.366, 66.251
15.433, -20.366, 67.05
15.41, -22.366, 67.87
15.381, -24.365, 67.87
15.346, -26.365, 68.685
15.308, -28.365, 69.473
15.266, -30.364, 69.473
15.22, -32.364, 70.217
15.171, -34.363, 70.906
15.119, -36.363, 70.906
15.064, -38.362, 71.532
15.007, -40.361, 72.094
14.947, -42.36, 69.628
14.886, -44.359, 65.879
14.822, -46.358, 61.903
14.757, -48.357, 57.654
14.691, -50.356, 53.066
14.623, -52.355, 48.042
14.554, -54.354, 42.426
14.484, -56.352, 35.944
14.413, -58.351, 28
14.311, -61.171, 0
14.311, -61.171, 0
13.592, -81.158, 0
endData
127
75
200
12.214, 61.552, 15.645, 1.35, 16.408, -3.606, 14.311, -61.171
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VURC 2025 - High Stakes","signature":"VURC 2025 - High Stakes","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"TGCU2UlLbV","x":12.214311748871213,"y":61.55189684683978,"lock":false,"visible":true,"heading":182.10000000000002,"__type":"end-point"},{"uid":"2hzfeswk6G","x":15.64529819518335,"y":1.3495213355494384,"lock":false,"visible":true,"__type":"control"},{"uid":"y3ovOWYANR","x":16.40773962769716,"y":-3.6063479757903183,"lock":false,"visible":true,"__type":"control"},{"uid":"La8N9y9oKQ","x":14.311025688284186,"y":-61.170676130582876,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"VKQKN8cMO9"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":28,"to":75},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.003},"maxDecelerationRate":127},"name":"Path","uid":"GngP8578m4","lock":false,"visible":true}]}
